Ticker,Name-IB,Country-IB,Exchange-IB,Currency-IB,ISIN-19.7,ISIN-IB
HNDI,HANDENI GOLD INC,United States of America,PINK,USD,,
HANDI,HANDICARE GROUP AB,Sweden,SFB,SEK,SE0010298109,
7636,HANDSMAN CO LTD,Japan,TSEJ,JPY,JP3777500004,JP3777500004
HNH,HANDY & HARMAN LTD,,VALUE,USD,,
HBI,HANESBRANDS INC,,US Exchange,,,
HF,HANFENG EVERGREEN INC,,VALUE,CAD,,
HLU,HANG LUNG GROUP LTD,Germany,FWB2,EUR,,HK0010000088
0101,HANG LUNG PROPERTIES LTD,Hong Kong,SEHK,HKD,,
0011,HANG SENG BANK LTD,Hong Kong,SEHK,HKD,,
1894,HANG YICK HOLDINGS CO LTD,Hong Kong,SEHK,HKD,,
603298,HANGCHA GROUP CO LTD-A,China,SEHKNTL,CNH,,CNE100002FY0
HNGR,HANGER INC,United States of America,NYSE,USD,,
HJOE,HANGOVER JOE'S HOLDING CORP,,VALUE,USD,,
603618,HANGZHOU CABLE CO LTD-A,China,SEHKNTL,CNH,,CNE100001V78
600814,HANGZHOU JIEBAI GROUP CO-A,China,SEHKNTL,CNH,,CNE000000DP8
600460,HANGZHOU SILAN MICROELECTR-A,China,SEHKNTL,CNH,,CNE000001DN1
3903,HANHUA FINANCIAL HOLDING-H,Hong Kong,SEHK,HKD,,CNE100001S99
9042,HANKYU HANSHIN HOLDINGS INC,Japan,TSEJ,JPY,JP3774200004,JP3774200004
8977,HANKYU HANSHIN REIT INC,Japan,TSEJ,JPY,,JP3046320002
HAFC,HANMI FINANCIAL CORPORATION,United States of America,NASDAQ,USD,,
HAN,HANNAN METALS LTD,Canada,VENTURE,CAD,,
HNR,HANNANS LTD,Australia,ASX,AUD,,AU000000HNR5
HHSE,HANNOVER HOUSE INC,United States of America,PINK,USD,,
THG,HANOVER INSURANCE GROUP INC/,United States of America,NYSE,USD,,
0554,HANS ENERGY COMPANY LTD,Hong Kong,SEHK,HKD,,
HSD,HANSARD GLOBAL PLC,United Kingdom,LSE,GBP,,IM00B1H1XF89
HSN,HANSEN TECHNOLOGIES LIMITED,Australia,ASX,AUD,,AU000000HSN3
3692,HANSOH PHARMACEUTICAL GROUP,Hong Kong,SEHK,HKD,,
HSTN,HANSTEEN HOLDINGS PLC,,VALUE,GBP,,
8078,HANWA CO LTD,Japan,TSEJ,JPY,JP3777800008,JP3777800008
HE,HANWEI ENERGY SERVICES CORP,Canada,TSE,CAD,,
DM0,HANWELL HOLDINGS LTD,Singapore,SGX,SGD,,SG1V81937806
HQCL,HANWHA Q CELLS CO LTD - ADR,,VALUE,USD,,
HANZA,HANZA HOLDING AB,Sweden,SFB,SEK,,SE0005878543
8431,HAO BAI INTERNATIONAL CAYMAN,Hong Kong,SEHK,HKD,,
0474,HAO TIAN DEVELOPMENT GROUP L,Hong Kong,SEHK,HKD,,
8019,HAO WEN HOLDINGS LTD,Hong Kong,SEHK,HKD,KYG4286Q1441,
3174,HAPPINESS AND D CO LTD,Japan,TSEJ,JPY,JP3770280000,JP3770280000
7552,HAPPINET CORP,Japan,TSEJ,JPY,JP3770300006,JP3770300006
6904,HARADA INDUSTRY CO LTD,Japan,TSEJ,JPY,JP3772500009,JP3772500009
6138,HARBIN BANK CO LTD-H,Hong Kong,SEHK,HKD,,CNE100001SB3
000922,HARBIN ELECTRIC CORP JIAM-A,China,SEHKSZSE,CNH,,CNE0000007V3
600864,HARBIN HATOU INVESTMENT CO-A,China,SEHKNTL,CNH,,CNE000000H38
HRBK,HARBOR BANKSHARES CORP,United States of America,PINK,USD,,
HRBR,HARBOR DIVERSIFIED INC,United States of America,PINK,USD,,
HBOR,HARBORSIDE INC,Canada,PURE,CAD,,
0051,HARBOUR CENTRE DEVELOPMENT,Hong Kong,SEHK,HKD,,
2674,HARD OFF CORPORATION CO LTD,Japan,TSEJ,JPY,JP3765120005,JP3765120005
HDNG,HARDINGE INC,,VALUE,USD,,
HDI,HARDWOODS DISTRIBUTION INC,Canada,TSE,CAD,CA4124221074,
HDY,HARDY OIL & GAS PLC,,VALUE,GBP,,
HARL,HAREL INSURANCE INVESTMENTS,Israel,TASE,ILS,,IL0005850180
HFBK,HARFORD BANK-ABERDEEN MD,United States of America,PINK,USD,,
4410,HARIMA CHEMICALS GROUP INC,Japan,TSEJ,JPY,JP3772600007,JP3772600007
HARITASEA,HARITA SEATING SYSTEMS LTD,India,NSE,INR,,
HOG,HARLEY-DAVIDSON INC,Mexico,US Exchange,,,
HARL,HARLEYSVILLE FINANCIAL CORP,United States of America,PINK,USD,,
HAR,HARMAN INTERNATIONAL INDS,,US Exchange,,,
1509,HARMONICARE MEDICAL HOLDINGS,Hong Kong,SEHK,HKD,,
HMY,HARMONY GOLD MNG-SPON ADR,United States of America,NYSE,USD,,
HARP,HARPOON THERAPEUTICS INC,United States of America,NASDAQ,USD,,
LHX,HARRIS CORP,,US Exchange,,,
HT8,HARRIS TECHNOLOGY GROUP LTD,Australia,ASX,AUD,,AU000000HT83
HARRMALAY,HARRISONS MALAYALAM LIMITED,India,NSE,INR,,INE544A01019
HROW,HARROW HEALTH INC,United States of America,NASDAQ,USD,,
HSC,HARSCO CORP,United States of America,NYSE,USD,,
HRCT,HARTCOURT COMPANIES INC,,VALUE,USD,,
HRTFF,HARTE GOLD CORP,United States of America,PINK,USD,,
HHS,HARTE-HANKS INC,United States of America,NYSE,USD,,
HIG,HARTFORD FINANCIAL SERVICES,,US Exchange,,,
HGH,HARTFORD FINANCIAL SERVICES GROUP INC,United States of America,NYSE,USD,,
HBIO,HARVARD BIOSCIENCE INC,United States of America,NASDAQ,USD,,
HCAP,HARVEST CAPITAL CREDIT CORP,United States of America,NASDAQ,USD,,
HCBP,HARVEST COMMUNITY BANK,United States of America,PINK,USD,,
HPF,HARVEST ENERGY LEADERS PLUS,,TSE,CAD,,
HARV,HARVEST HEALTH & RECREATION,Canada,PURE,CAD,,
HMI,HARVEST MINERALS LTD,United Kingdom,VALUE,AUD,,
3118,HARVEST MSCI CHINA A IDX-HKD,,SEHK,HKD,,
HNR,HARVEST NATURAL RESOURCES IN,United States of America,DOLLR4LOT,USD,,
HVT,HARVEST ONE CANNABIS INC,Canada,VENTURE,CAD,CA41755P1053,
HVN,HARVEY NASH GROUP PLC,,VALUE,GBP,,
HVN,HARVEY NORMAN HOLDINGS LIMITED,Australia,ASX,AUD,,AU000000HVN7
HWG,HARWORTH GROUP PLC,United Kingdom,LSE,GBP,,GB00BYZJ7G42
HAS,HASBRO INC,Mexico,US Exchange,,,
1808,HASEKO CORP,Japan,TSEJ,JPY,JP3768600003,JP3768600003
7570,HASHIMOTO SOGYO HOLDINGS CO,Japan,TSEJ,JPY,,JP3768000006
HSHS,HASHINGSPACE CORP,,VALUE,USD,,
HSTG,HASTINGS GROUP HOLDINGS PLC,United Kingdom,LSE,GBP,GB00BYRJH519,
3930,HATENA CO LTD,Japan,TSEJ,JPY,JP3769650007,JP3769650007
HATHWAY,HATHWAY CABLE AND DATACOM,India,NSE,INR,,INE982F01036
HATSUN,HATSUN AGRO PRODUCT LTD,India,NSE,INR,,INE473B01035
PH0,HATTEN LAND LTD,Singapore,SGX,SGD,,SG2D90976473
HTS,HATTERAS FINANCIAL CORP,,VALUE,USD,,
PIG,HAULOTTE GROUP,France,SBF,EUR,,FR0000066755
HAUP,HAUPPAUGE DIGITAL INC,United States of America,PINK,USD,,
HAVELLS,HAVELLS INDIA LTD,India,NSE,INR,,INE176B01034
HVE,HAVELOCK EUROPA PLC,,VALUE,GBP,,
HVT,HAVERTY FURNITURE,United States of America,NYSE,USD,,
HAV,HAVILAH RESOURCES LTD,Australia,ASX,AUD,AU000000HAV4,AU000000HAV4
H02,HAW PAR CORP LTD,Singapore,SGX,SGD,,SG1D25001158
HE,HAWAIIAN ELECTRIC INDS,Germany,NYSE,USD,,
HA,HAWAIIAN HOLDINGS INC,United States of America,NASDAQ,USD,,
HAW,HAWESKO HOLDING AG,Germany,IBIS,EUR,,DE0006042708
HWSY,HAWK SYSTEMS INC,United States of America,PINK,USD,,
HWKR,HAWKER ENERGY INC,,VALUE,USD,,
HAWK,HAWKEYE GOLD & DIAMOND INC,Canada,VENTURE,CAD,,
HWKN,HAWKINS INC,United States of America,NASDAQ,USD,,
HWK,HAWKSTONE MINING LTD,Australia,ASX,AUD,,
HWBK,HAWTHORN BANCSHARES INC,United States of America,NASDAQ,USD,,
HAW,HAWTHORN RESOURCES LTD,Australia,ASX,AUD,AU000000HAW2,AU000000HAW2
2286,HAYASHIKANE SANGYO CO LTD,Japan,TSEJ,JPY,JP3772200006,JP3772200006
HAYD,HAYDALE GRAPHENE INDUSTRIES,United Kingdom,LSE,GBP,,GB00BKWQ1135
HYAC.USD,HAYMAKER ACQUISITION CO - A,,VALUE,USD,,
HAYN,HAYNES INTERNATIONAL INC,Germany,NASDAQ,USD,,
1719,HAZAMA ANDO CORP,Japan,TSEJ,JPY,JP3767810009,JP3767810009
HZR,HAZER GROUP LTD,Australia,ASX,AUD,,AU000000HZR9
HBSL,HB STOCKHOLDINGS LTD,India,NSE,INR,,INE550B01022
HBLPOWER,HBL POWER SYSTEMS LTD,India,NSE,INR,,INE292B01021
HBMN,HBM HEALTHCARE IVST-A,Switzerland,EBS,CHF,,CH0012627250
2280,HC GROUP INC,Hong Kong,SEHK,HKD,,
1B1,HC SURGICAL SPECIALISTS LTD,Singapore,SGX,SGD,,SG1DC2000004
HCA,HCA HEALTHCARE INC,Mexico,US Exchange,,,
HCC,HCC INSURANCE HOLDINGS INC,,VALUE,USD,,
HCI,HCI GROUP INC,United States of America,NYSE,USD,,
HCL-INSYS,HCL INFOSYSTEMS LTD,India,NSE,INR,,INE236A01020
HCLTECH,HCL TECHNOLOGIES LTD,India,NSE,INR,,INE860A01027
PEAK,HCP INC,,US Exchange,,,
HDS,HD SUPPLY HOLDINGS INC,United States of America,NASDAQ,USD,,
HDFCAMC,HDFC ASSET MANAGEMENT CO LTD,India,NSE,INR,,INE127D01025
HDB,HDFC BANK LTD-ADR,United States of America,NYSE,USD,,
HDFCLIFE,HDFC LIFE INSURANCE CO LTD,India,NSE,INR,,INE795G01014
HHR,HEADHUNTER GROUP PLC-ADR,United States of America,NASDAQ,USD,,
HEAD,HEADLAM GROUP PLC,United Kingdom,LSE,GBP,,GB0004170089
HDUP,HEADSUP ENTERTAINMENT INTERN,United States of America,PINK,USD,,
HW,HEADWATERS INC,,VALUE,USD,,
HLS,HEALIUS LTD,Australia,ASX,AUD,AU0000033359,AU0000033359
HADV,HEALTH ADVANCE INC,United States of America,PINK,USD,,
1112,HEALTH AND HAPPINESS H&H INT,Hong Kong,SEHK,HKD,,
XLV,HEALTH CARE SELECT SECTOR,,MEXI,MXN,,
HDVY,HEALTH DISCOVERY CORP,United States of America,PINK,USD,,
HI,HEALTH ITALIA SPA,Italy,BVME,EUR,,IT0005221004
HNT,HEALTH NET INC.,,VALUE,USD,,
HRAA,HEALTH REVENUE ASSURANCE HOL,United States of America,PINK,USD,,
HESG,HEALTH SCIENCES GROUP INC,United States of America,PINK,USD,,
3455,HEALTHCARE & MEDICAL INVESTM,Japan,TSEJ,JPY,,JP3047910009
HR,HEALTHCARE REALTY TRUST INC,United States of America,NYSE,USD,,
HCSG,HEALTHCARE SERVICES GROUP,United States of America,NASDAQ,USD,,
HTA,HEALTHCARE TRUST OF AME-CL A,United States of America,NYSE,USD,,
HQY,HEALTHEQUITY INC,United States of America,NASDAQ,USD,,
HLUN,HEALTHEUNIVERSE INC,,VALUE,USD,,
HLYK,HEALTHLYNKED CORP,United States of America,PINK,USD,,
HSTM,HEALTHSTREAM INC,United States of America,NASDAQ,USD,,
5NG,HEALTHWAY MEDICAL CORP LTD,Singapore,SGX,SGD,,SG1X09940682
HCEI,HEALTHY COFFEE INTL INC,United States of America,PINK,USD,,
HTLD,HEARTLAND EXPRESS INC,United States of America,NASDAQ,USD,,
HTLF,HEARTLAND FINANCIAL USA INC,United States of America,NASDAQ,USD,,
HGH,HEARTLAND GROUP HOLDINGS LTD,Australia,ASX,AUD,,NZHGHE0007S9
HPY,HEARTLAND PAYMENT SYSTEMS IN,,VALUE,USD,,
HM1,HEARTS AND MINDS INVESTMENT,Australia,ASX,AUD,,AU0000026569
HTWR,HEARTWARE INTERNATIONAL INC,,VALUE,USD,,
HTBX,HEAT BIOLOGICS INC,United States of America,NASDAQ,USD,,
5OR,HEATEC JIETONG HOLDINGS LTD,Singapore,SGX,SGD,,SG1Y31945526
HRNF,HEATHROW NATURAL FOOD & BEVE,,VALUE,USD,,
000848,HEBEI CHENGDE LOLO CO-A,China,SEHKSZSE,CNH,,CNE000000TG3
1727,HEBEI CONSTRUCTION GROUP C-H,Hong Kong,SEHK,HKD,,CNE100002R32
HEBT,HEBRON TECHNOLOGY CO LTD - A,United States of America,NASDAQ,USD,,
HL,HECLA MINING CO,Switzerland,NYSE,USD,US4227041062,
5DP,HEETON HOLDINGS LTD,Singapore,SGX,SGD,,SG1O44912994
000417,HEFEI DEPARTMENT STORE GRP-A,China,SEHKSZSE,CNH,,CNE000000BV0
HEI,HEICO CORP,United States of America,NYSE,USD,,
HEIDELBER,HEIDELBERGCEMENT INDIA LTD,India,NSE,INR,,INE578A01017
HDD,HEIDELBERGER DRUCKMASCHINEN,Germany,IBIS,EUR,,DE0007314007
HSII,HEIDRICK & STRUGGLES INTL,United States of America,NASDAQ,USD,,
600598,HEILONGJIANG AGRICULTURE-A,China,SEHKNTL,CNH,,CNE0000019Z9
HEION,HEINEKEN HOLDING NV,Mexico,MEXI,MXN,,NL0000008977
HEIAN,HEINEKEN NV,Mexico,MEXI,MXN,,NL0000009165
8803,HEIWA REAL ESTATE CO LTD,Japan,TSEJ,JPY,,JP3834800009
8966,HEIWA REAL ESTATE REIT INC,Japan,TSEJ,JPY,JP3046220004,JP3046220004
8276,HEIWADO CO LTD,Japan,TSEJ,JPY,JP3834400008,JP3834400008
HELE,HELEN OF TROY LTD,United States of America,NASDAQ,USD,,
HPBK,HELIAD EQUITY PARTNERS GMBH,Germany,IBIS,EUR,,DE000A0L1NN5
HLCL,HELICAL PLC,United Kingdom,LSE,GBP,,GB00B0FYMT95
HJI,HELIJET INTERNATIONAL INC.,,VALUE,CAD,,
HE8,HELIOS ENERGY LTD,Australia,ASX,AUD,AU000000HE80,AU000000HE80
6927,HELIOS TECHNO HOLDING CO LTD,Japan,TSEJ,JPY,JP3802700009,JP3802700009
HLIO,HELIOS TECHNOLOGIES INC,United States of America,NASDAQ,USD,,
HSDT,HELIUS MEDICAL TECHNOLOGIES,Canada,NASDAQ,USD,,
HELX,HELIX APPLICATIONS INC,Canada,VENTURE,CAD,CA42329U1093,
HXBM,HELIX BIOMEDIX INC,United States of America,PINK,USD,,
HBP,HELIX BIOPHARMA CORP,Canada,TSE,CAD,,
HLX,HELIX ENERGY SOLUTIONS GROUP,United States of America,NYSE,USD,,
HLX,HELIX RESOURCES LIMITED,Australia,ASX,AUD,,AU000000HLX7
HLIX,HELIX TCS INC,United States of America,PINK,USD,,
HLXW,HELIX WIND CORP,United States of America,PINK,USD,,
HLEN,HELLA GMBH & CO KGAA,Mexico,MEXI,MXN,,DE000A13SX22
HEEN,HELLENIC EXCHANGES - ATHENS,Mexico,MEXI,MXN,,GRS395363005
ELPE,HELLENIC PETROLEUM SA,Greece,ATH,EUR,,
HTO,HELLENIC TELECOMMUN ORGANIZA,Greece,ATH,EUR,,
HFG,HELLOFRESH SE,Germany,IBIS,EUR,,DE000A161408
HLO,HELLOWORLD TRAVEL LTD,Australia,ASX,AUD,,AU000000HLO6
EXLA,HELMER DIRECTIONAL DRILLING,United States of America,PINK,USD,,
HP,HELMERICH & PAYNE,Germany,US Exchange,,,
HVXA,HELVETIA HOLDING AG-REG,Germany,FWB,EUR,,CH0466642201
HMGN,HEMAGEN DIAGNOSTICS INC,United States of America,PINK,USD,,
HMENF,HEMISPHERE ENERGY CORP,United States of America,PINK,USD,,
HMTV,HEMISPHERE MEDIA GROUP INC,United States of America,NASDAQ,USD,,
HEMO,HEMOGENYX PHARMACEUTICALS PL,United Kingdom,LSE,GBP,,GB00BYX3WZ24
HMTXF,HEMOSTEMIX INC,Canada,VALUE,USD,,
HEMP,HEMP INC,United States of America,PINK,USD,,
HPMM,HEMP NATURALS INC,United States of America,PINK,USD,,
HMPQ,HEMPAMERICANA INC,United States of America,PINK,USD,,
600403,HENAN DAYOU ENERGY CO LTD-A,China,SEHKNTL,CNH,,CNE000001G12
600172,HENAN HUANGHE WHIRLWIND CO-A,China,SEHKNTL,CNH,,CNE000000XT8
6885,HENAN JINMA ENERGY CO LTD-H,Hong Kong,SEHK,HKD,,CNE100002QZ4
600312,HENAN PINGGAO ELECTRIC CO-A,China,SEHKNTL,CNH,,CNE000001774
600020,HENAN ZHONGYUAN EXPRESSWAY-A,China,SEHKNTL,CNH,,CNE000001FL0
HDIV,HENDERSON DIVERSIFIED INCOME,United Kingdom,LSE,GBP,,GB00BF03YC36
HEFT,HENDERSON EUROPEAN FOCUS TRU,United Kingdom,LSE,GBP,,GB00BLSNGB01
HNE,HENDERSON EUROTRUST PLC-ORD,United Kingdom,LSE,GBP,,GB00BP6QR382
HFEL,HENDERSON FAR EAST INCOME LT,United Kingdom,LSE,GBP,,JE00B1GXH751
HHI,HENDERSON HIGH INCOME TR-ORD,United Kingdom,LSE,GBP,,GB0009580571
HINT,HENDERSON INTERNATIONAL INCO,United Kingdom,LSE,GBP,,GB00B3PHCS86
0097,HENDERSON INVESTMENT LIMITED,Hong Kong,SEHK,HKD,,
0012,HENDERSON LAND DEVELOPMENT,Hong Kong,SEHK,HKD,,
HSL,HENDERSON SMALLER COMPANIES,United Kingdom,LSE,GBP,,GB0009065060
44370,HENG XIN CHINA HOLDINGS LTD,Hong Kong,VALUE,HKD,,
XYUA,HENGDELI HOLDINGS LTD,Germany,FWB2,EUR,,
603103,HENGDIAN ENTERTAINMENT CO-A,China,SEHKNTL,CNH,,CNE100002VD1
600346,HENGLI PETROCHEMICAL CO L-A,China,SEHKNTL,CNH,,CNE0000018V0
1476,HENGTAI SECURITIES CO LTD-H,Hong Kong,SEHK,HKD,,CNE100002334
136,HENGTEN NETWORKS GROUP LTD,Hong Kong,SEHK,HKD,,
600487,HENGTONG OPTIC-ELECTRIC CO-A,China,SEHKNTL,CNH,,CNE000001FQ9
1085,HENGXIN TECHNOLOGY LTD,Hong Kong,SEHK,HKD,,SG1T38930320
2303,HENGXING GOLD HOLDING CO LTD,Hong Kong,SEHK,HKD,,
000703,HENGYI PETROCHEMICAL CO -A,China,SEHKSZSE,CNH,,CNE0000001J1
HEN,HENKEL AG & CO KGAA,Switzerland,EBS,CHF,,
HNNA,HENNESSY ADVISORS INC,United States of America,NASDAQ,USD,,
HCAC,HENNESSY CAPITAL ACQUISITI-A,United States of America,NASDAQ,USD,,
JKHY,HENRY (JACK) & ASSOCIATES,,US Exchange,,,
HML,HENRY MORGAN LTD,,VALUE,AUD,,
HSIC,HENRY SCHEIN INC,United States of America,US Exchange,,,
0114,HERALD HOLDINGS LTD,Hong Kong,SEHK,HKD,BMG4410A1062,
HRI,HERALD INVESTMENT TRUST PLC,United Kingdom,LSE,GBP,,GB0004228648
HLF,HERBALIFE NUTRITION LTD,Germany,NYSE,USD,KYG4412G1010,
HBRM,HERBORIUM GROUP INC,United States of America,PINK,USD,,
HRI,HERC HOLDINGS INC,Mexico,NYSE,USD,,
HTGC,HERCULES CAPITAL INC,United States of America,NYSE,USD,,
HTGC,HERCULES CAPITAL INC,United States of America,NYSE,USD,,
HTGC,HERCULES CAPITAL INC,United States of America,NYSE,USD,,
HERCULES,HERCULES HOISTS LIMITED,India,NSE,INR,,INE688E01024
CANN,HERITAGE CANNABIS HOLDINGS C,Canada,PURE,CAD,,
HTBK,HERITAGE COMMERCE CORP,United States of America,NASDAQ,USD,,
HFWA,HERITAGE FINANCIAL CORP,United States of America,NASDAQ,USD,,
HERITGFOO,HERITAGE FOODS LTD,India,NSE,INR,,INE978A01027
HGBL,HERITAGE GLOBAL INC,United States of America,PINK,USD,,
HRTG,HERITAGE INSURANCE HOLDINGS,United States of America,NYSE,USD,,
MLHR,HERMAN MILLER INC,United States of America,NASDAQ,USD,,
RMS,HERMES INTL,France,SBF,EUR,,FR0000052292
PSV,HERMITAGE OFFSHORE SERVICES,United States of America,NYSE,USD,,
HEROMOTOC,HERO MOTOCORP LIMITED,India,NSE,INR,,INE158A01026
HERS,HEROES INC,,VALUE,USD,,
HRR,HERON RESOURCES LIMITED,Australia,ASX,AUD,,
HRTX,HERON THERAPEUTICS INC,United States of America,NASDAQ,USD,,
HRX,HEROUX-DEVTEK INC,Canada,TSE,CAD,,
4382,HEROZ INC,Japan,TSEJ,JPY,JP3783070000,JP3783070000
HT,HERSHA HOSPITALITY TRUST,United States of America,NYSE,USD,,
HSY,HERSHEY CO,,US Exchange,,,
HRCR,HERSHEY CREAMERY CO,United States of America,PINK,USD,,
HTZ,HERTZ GLOBAL HOLDINGS INC,Mexico,NYSE,USD,US42806J1060,
HSKA,HESKA CORP,United States of America,NASDAQ,USD,,
HES,HESS CORP,United States of America,US Exchange,,,
000709,HESTEEL CO LTD-A,China,SEHKSZSE,CNH,,CNE000000H20
HESTERBIO,HESTER BIOSCIENCES LIMITED,India,NSE,INR,,INE782E01017
6093,HEVOL SERVICES GROUP CO LTD,Hong Kong,SEHK,HKD,,
HPE,HEWLETT PACKARD ENTERPRISE,Mexico,US Exchange,,,
HEXATRADE,HEXA TRADEX LTD,India,NSE,INR,,INE750M01017
HEX,HEXAGON COMPOSITES ASA,Norway,OSE,NOK,NO0003067902,NO0003067902
HXG,HEXAGON ENERGY MATERIALS LTD,Australia,ASX,AUD,,AU000000HXG7
HTRO,HEXATRONIC GROUP AB,Sweden,SFB,SEK,SE0002367797,SE0018040677
HEXAWARE,HEXAWARE TECHNOLOGIES LTD,India,NSE,INR,,
HXL,HEXCEL CORP,Germany,NYSE,USD,,
HX,HEXINDAI INC-ADR,United States of America,NASDAQ,USD,,
603556,HEXING ELECTRICAL CO LTD-A,China,SEHKNTL,CNH,,CNE100002GS0
HXOH,HEXION HOLDINGS CORP -B,United States of America,PINK,USD,,
HEXO,HEXO CORP,United States of America,NYSE,USD,,
HF,HF COMPANY,France,SBF,EUR,,
HFFG,HF FOODS GROUP INC,United States of America,NASDAQ,USD,,
STLY,HG HOLDINGS INC,United States of America,PINK,USD,,
HGINFRA,HG INFRA ENGINEERING LTD,India,NSE,INR,,INE926X01010
BTG,HG METAL MANUFACTURING LTD,Singapore,SGX,SGD,,SG1CH7000000
HGT,HGCAPITAL TRUST PLC,United Kingdom,LSE,GBP,GB00BJ0LT190,GB00BJ0LT190
HGGGQ,HHGREGG INC,United States of America,PINK,USD,,
818,HI SUN TECHNOLOGY CHINA LTD,Hong Kong,SEHK,HKD,,
8113,HI-LEVEL TECHNOLOGY HOLDINGS,Hong Kong,SEHK,HKD,,
5JK,HIAP HOE LTD,Singapore,SGX,SGD,,SG1U37933462
510,HIAP SENG ENGINEERING LTD,Singapore,SGX,SGD,,SG1G69871497
HIBB,HIBBETT SPORTS INC,United States of America,NASDAQ,USD,,
HBRN,HIBERNIA REIT PLC,,LSE,EUR,,
HICL,HICL INFRASTRUCTURE PLC,United Kingdom,LSE,GBP,,GB00BJLP1Y77
7611,HIDAY HIDAKA CORP,Japan,TSEJ,JPY,JP3765180009,JP3765180009
HIDDNO,HIDDN SOLUTIONS ASA,Norway,OMXNO,NOK,,
0442,HIFOOD GROUP HOLDINGS CO LTD,Hong Kong,SEHK,HKD,KYG4488W1050,
HWO,HIGH ARCTIC ENERGY SERVICES,Canada,TSE,CAD,,
HCBC,HIGH COUNTRY BANCORP INC,United States of America,PINK,USD,,
HEVE,HIGH END VENTURES INC,,VALUE,USD,,
0608,HIGH FASHION INTERNATIONAL,Hong Kong,SEHK,HKD,,
PCF,HIGH INCOME SECURITIES FUND,United States of America,NYSE,USD,,
HLF,HIGH LINER FOODS INC,Canada,TSE,CAD,,
HPR,HIGH PEAK ROYALTIES LTD,Australia,ASX,AUD,AU000000HPR0,AU000000HPR0
TBEV,HIGH PERFORMANCE BEVERAGES C,United States of America,PINK,USD,,
HPGS,HIGH PLAINS GAS INC,,VALUE,USD,,
HITI,HIGH TIDE INC,Canada,PURE,CAD,,
HYLD,HIGH YIELD ETF,,ARCA,USD,,
HBK,HIGHBANK RESOURCES LTD,Canada,VENTURE,CAD,,
HMSF,HIGHBRIDGE TACTICAL CREDIT F,United Kingdom,LSE,GBP,,
HCGS,HIGHCOM GLOBAL SECURITY INC,United States of America,PINK,USD,,
HCFT,HIGHCROFT INVESTMENTS PLC,United Kingdom,LSE,GBP,,GB0004254875
HFR,HIGHFIELD RESOURCES LTD,Australia,ASX,AUD,AU000000HFR1,AU000000HFR1
HI,HIGHLAND COPPER CO INC,Canada,VENTURE,CAD,,
HGM,HIGHLAND GOLD MINING LTD,Germany,LSE,GBP,,
HFRO,HIGHLAND INCOME FUND,United States of America,NYSE,USD,,
HBSI,HIGHLANDS BANKSHARES INC,United States of America,PINK,USD,,
HHDS,HIGHLANDS REIT INC,,VALUE,USD,,
HPR,HIGHPOINT RESOURCES CORP,United States of America,NYSE,USD,,
HPJ,HIGHPOWER INTERNATIONAL INC,Germany,VALUE,USD,,
HVV,HIGHVISTA GOLD INC,,VALUE,CAD,,
HIHO,HIGHWAY HOLDINGS LIMITED,United States of America,NASDAQ,USD,,
HOCL,HIGHWOOD OIL CO LTD,Canada,VENTURE,CAD,,
HIW,HIGHWOODS PROPERTIES INC,United States of America,NYSE,USD,,
HIKAL,HIKAL LTD,India,NSE,INR,,INE475B01022
1445,HIKARI HOLDINGS CO LTD,Japan,TSEJ,JPY,,JP3783430006
9435,HIKARI TSUSHIN INC,Germany,TSEJ,JPY,,JP3783420007
HIK,HIKMA PHARMACEUTICALS PLC,United Kingdom,LSE,GBP,GB00B0LCW083,GB00B0LCW083
HIKO,HIKO ENERGY CORP,,VALUE,USD,,
HIL,HILL INTERNATIONAL INC,United States of America,NYSE,USD,,
BEER,HILL STREET BEVERAGE CO INC,Canada,VENTURE,CAD,,
HRC,HILL-ROM HOLDINGS INC,United States of America,NYSE,USD,,
HRH,HILLCREST PETROLEUM LTD,Canada,VENTURE,CAD,CA4315311023,
HI,HILLENBRAND INC,United States of America,NYSE,USD,,
HGO,HILLGROVE RESOURCES LTD,Australia,ASX,AUD,AU000000HGO6,AU000000HGO6
HLRD,HILLIARD CORP,United States of America,PINK,USD,,
HBIA,HILLS BANCORP,United States of America,PINK,USD,,
HSH,HILLSHIRE BRANDS CO,,US Exchange,,,
HTH,HILLTOP HOLDINGS INC,United States of America,NYSE,USD,,
1623,HILONG HOLDING LTD,Hong Kong,SEHK,HKD,KYG4509G1055,
HFG,HILTON FOOD GROUP PLC,United Kingdom,LSE,GBP,GB00B1V9NW54,GB00B1V9NW54
HGV,HILTON GRAND VACATIONS INC,United States of America,NYSE,USD,,
HILTON,HILTON METAL FORGING LTD,India,NSE,INR,,INE788H01017
HLT,HILTON WORLDWIDE HOLDINGS,,US Exchange,,,
HSCL,HIMADRI SPECIALITY CHEMICAL,India,NSE,INR,,INE019C01026
HIMATSEID,HIMATSINGKA SEIDE LIMITED,India,NSE,INR,,INE049A01027
HIMX,HIMAX TECHNOLOGIES INC-ADR,United States of America,NASDAQ,USD,,
HIMEXSAA,HIMEXSA SAB DE CV,Mexico,MEXI,MXN,MX01HI070008,MX01HI070008
6893,HIN SANG GROUP INTERNATIONAL,Hong Kong,SEHK,HKD,,
HIRECT,HIND RECTIFIERS LIMITED,India,NSE,INR,,INE835D01023
