country-Inv,name-Inv,full_name-Inv,currency-Inv,symbol-Inv,asset_class-Inv,ISIN,Name_197,fuzz_socre1,fuzz_socre2
china,Shanghai Tianchen,Shanghai Tianchen Co Ltd,CNY,600620,equity,CNE000000610,SHANGHAI TIANCHEN CO LTD -A,96,79
china,Shanghai Xinhua Media,Shanghai Xinhua Media Co Ltd,CNY,600825,equity,CNE000000C90,SHANGHAI XINHUA MEDIA CO L-A,93,86
hong kong,Shangri-La Asia,Shangri-La Asia Ltd,HKD,0069,equity,BMG8063F1068,SHANGRI-LA ASIA LTD,100,88
china,Shantou Dongfeng Printing,Shantou Dongfeng Printing Co Ltd,CNY,601515,equity,CNE100001C06,SHANTOU DONGFENG PRINTING -A,88,96
china,Meijin Energy A,Shanxi Meijin Energy Co Ltd,CNY,000723,equity,CNE0000005J2,SHANXI MEIJIN ENERGY CO LT-A,95,70
japan,Sharp,Sharp Corp,JPY,6753,equity,JP3359600008,SHARP CORP,100,67
united states,Sharps,Sharps Compliance Corp,USD,SMED,equity,US8200171010,SHARPS COMPLIANCE CORP,100,43
united states,SharpSpring,SharpSpring Inc,USD,SHSP,equity,US8200541048,SHARPSPRING INC,100,85
canada,ShawCor,ShawCor Ltd.,CAD,SCL,equity,CA8204391079,SHAWCOR LTD,100,78
israel,Shefa Yamim,Shefa Yamim,ILS,SEFA,equity,IL0003410169,SHEFA YAMIM,100,100
australia,Sheffield Resources Ltd,Sheffield Resources Ltd,AUD,SFX,equity,AU000000SFX6,SHEFFIELD RESOURCES LTD,100,100
norway,Shelf Drilling,Shelf Drilling Ltd,NOK,SHLF,equity,KYG236271055,SHELF DRILLING LTD,100,88
israel,Shemen Industries,Shemen Industries Ltd,ILS,SMNIN,equity,IL0006340306,SHEMEN INDUSTRIES LTD,100,89
united states,Shenandoah,Shenandoah Telecommunications Co,USD,SHEN,equity,US82312B1061,SHENANDOAH TELECOMMUNICATION,93,53
hong kong,Shengjing Bank,Shengjing Bank Co Ltd,HKD,2066,equity,CNE100001TK2,SHENGJING BANK CO LTD-H,95,76
hong kong,Shenguan Group,Shenguan Holdings Group Ltd,HKD,0829,equity,KYG8116M1087,SHENGUAN HOLDINGS GROUP LTD,100,68
china,Shengyi Tech,Shengyi Technology Co Ltd,CNY,600183,equity,CNE000000XL5,SHENGYI TECHNOLOGY CO LTD -A,96,62
hong kong,Shenwan Hongyuan HK,Shenwan Hongyuan HK Ltd,HKD,0218,equity,HK0218001102,SHENWAN HONGYUAN HK LTD,100,90
china,Shenzhen Ellassay Fashion,Shenzhen Ellassay Fashion Co Ltd,CNY,603808,equity,CNE100002227,SHENZHEN ELLASSAY FASHION -A,88,96
china,Shenzhen Gas,Shenzhen Gas Corp Ltd,CNY,601139,equity,CNE100000JM1,SHENZHEN GAS CORP LTD-A,95,69
china,Shenzhen Kingdom SCI Tech,Shenzhen Kingdom SCI Tech Co Ltd,CNY,600446,equity,CNE000001GF0,SHENZHEN KINGDOM SCI-TECH-A,88,96
mexico,Sherwin-Williams,Sherwin-Williams Co,MXN,SHW,equity,US8243481061,SHERWIN-WILLIAMS CO,100,91
japan,Shidax,Shidax Corp,JPY,4837,equity,JP3351650001,SHIDAX CORP,100,71
japan,Shigematsu Works,Shigematsu Works Co Ltd,JPY,7980,equity,JP3349200000,SHIGEMATSU WORKS CO LTD,100,82
japan,Shikoku Electric Power Co Inc,Shikoku Electric Power Co Inc,JPY,9507,equity,JP3350800003,SHIKOKU ELECTRIC POWER CO,93,93
united states,Shiloh,Shiloh Industries Inc,USD,SHLO,equity,US8245431023,SHILOH INDUSTRIES INC,100,44
japan,Shima Seiki Mfg.,Shima Seiki Mfg. Ltd,JPY,6222,equity,JP3356500003,SHIMA SEIKI MFG LTD,100,88
japan,Shimachu Co Ltd,Shimachu Co Ltd,JPY,8184,equity,JP3356800007,SHIMACHU CO LTD,100,100
japan,Shimadzu Corp,Shimadzu Corp,JPY,7701,equity,JP3357200009,SHIMADZU CORP,100,100
japan,Shimamura Co Ltd,Shimamura Co Ltd,JPY,8227,equity,JP3358200008,SHIMAMURA CO LTD,100,100
japan,Shimano Inc,Shimano Inc,JPY,7309,equity,JP3358000002,SHIMANO INC,100,100
japan,Shimizu Corp.,Shimizu Corp.,JPY,1803,equity,JP3358800005,SHIMIZU CORP,100,100
japan,Shin Nippon Air Technologies,Shin Nippon Air Technologies,JPY,1952,equity,JP3380250005,SHIN NIPPON AIR TECHNOLOGIES,100,100
japan,Shin-Etsu Chemical,"Shin-Etsu Chemical Co., Ltd.",JPY,4063,equity,JP3371200001,SHIN-ETSU CHEMICAL CO LTD,100,84
japan,Shinagawa Refractories,Shinagawa Refractories Co Ltd,JPY,5351,equity,JP3353200003,SHINAGAWA REFRACTORIES CO,93,94
united states,Shineco,Shineco Inc,USD,TYHT,equity,US8245672006,SHINECO INC,100,78
japan,Shinko Wire,Shinko Wire Co Ltd,JPY,5660,equity,JP3373200009,SHINKO WIRE CO LTD,100,76
japan,Shinmaywa Industries Ltd,Shinmaywa Industries Ltd,JPY,7224,equity,JP3384600007,SHINMAYWA INDUSTRIES LTD,100,100
japan,Shinnihon Corp,Shinnihon Corp,JPY,1879,equity,JP3380300008,SHINNIHON CORP,100,100
japan,Shinsei Bank,"Shinsei Bank, Ltd.",JPY,8303,equity,JP3729000004,SHINSEI BANK LTD,100,86
japan,Shinsho Corp,Shinsho Corp,JPY,8075,equity,JP3374000002,SHINSHO CORP,100,100
china,Shinva Medical Instrument,Shinva Medical Instrument Co Ltd,CNY,600587,equity,CNE000001CN3,SHINVA MEDICAL INSTRUMENT-A,88,96
japan,Shionogi,"Shionogi & Co., Ltd.",JPY,4507,equity,JP3347200002,SHIONOGI & CO LTD,100,70
japan,Ship Healthcare Holdings Inc,Ship Healthcare Holdings Inc,JPY,3360,equity,JP3274150006,SHIP HEALTHCARE HOLDINGS INC,100,100
japan,Shiseido,"Shiseido Co., Ltd.",JPY,4911,equity,JP3351600006,SHISEIDO CO LTD,100,70
japan,The Shizuoka Bank,"The Shizuoka Bank, Ltd.",JPY,8355,equity,JP3351200005,SHIZUOKA BANK LTD/THE,100,89
japan,Shizuoka Gas Co Ltd,Shizuoka Gas Co Ltd,JPY,9543,equity,JP3351150002,SHIZUOKA GAS CO LTD,100,100
japan,Shochiku Co Ltd,Shochiku Co Ltd,JPY,9601,equity,JP3362800009,SHOCHIKU CO LTD,100,100
united states,Shoe Carnival,Shoe Carnival Inc,USD,SCVL,equity,US8248891090,SHOE CARNIVAL INC,100,87
japan,Shoei,Shoei Co Ltd,JPY,7839,equity,JP3360900009,SHOEI CO LTD,100,59
japan,Shoei,Shoei Co Ltd,JPY,7839,equity,JP3360900009,SHOEI CO LTD,100,59
japan,Shofu Inc,Shofu Inc,JPY,7979,equity,JP3363600002,SHOFU INC,100,100
japan,Shoko Co Ltd,Shoko Co Ltd,JPY,8090,equity,JP3362400008,SHOKO CO LTD,100,100
australia,Shopping Centres Australasia,Shopping Centres Australasia Group,AUD,SCP,equity,AU000000SCP9,SHOPPING CENTRES AUSTRALASIA,90,100
united states,Shore Bancshares,Shore Bancshares Inc,USD,SHBI,equity,US8251071051,SHORE BANCSHARES INC,100,89
united states,Shotspotter,Shotspotter Inc,USD,SSTI,equity,US82536T1079,SHOTSPOTTER INC,100,85
hong kong,Shougang Concord Century,Shougang Concord Century Holdings Ltd,HKD,0103,equity,HK0103000607,SHOUGANG CONCORD CENTURY HLD,86,92
japan,Showa,Showa Holdings Co Ltd,JPY,5103,equity,JP3366000002,SHOWA HOLDINGS CO LTD,100,38
japan,Showa Sangyo Co Ltd,Showa Sangyo Co Ltd,JPY,2004,equity,JP3366400004,SHOWA SANGYO CO LTD,100,100
hong kong,Shun Tak,Shun Tak Holdings Ltd,HKD,0242,equity,HK0242001243,SHUN TAK HOLDINGS LTD.,100,55
belgium,Shurgard Self Storage,Shurgard Self Storage SA,EUR,SHUR,equity,LU1883301340,SHURGARD SELF STORAGE SA,100,93
united states,Shutterfly,Shutterfly Inc,USD,SFLY,equity,US82568P3047,SHUTTERFLY INC,100,83
china,Sichuan Changhong Electric,Sichuan Changhong Electric Co Ltd,CNY,600839,equity,CNE000000GJ4,SICHUAN CHANGHONG ELECTRIC-A,85,96
hong kong,Sichuan Expressway,Sichuan Expressway Co Ltd,HKD,0107,equity,CNE100000494,SICHUAN EXPRESSWAY CO-H,92,88
china,Sichuan Swellfun,Sichuan Swellfun Co Ltd,CNY,600779,equity,CNE000000NH4,SICHUAN SWELLFUN CO LTD-A,96,78
france,Sidetrade,Sidetrade,EUR,ALBFR,equity,FR0010202606,SIDETRADE,100,100
united states,Siebert,Siebert Financial Corp,USD,SIEB,equity,US8261761097,SIEBERT FINANCIAL CORP,100,48
canada,Sienna Senior Living,Sienna Senior Living Inc,CAD,SIA,equity,CA82621K1021,SIENNA SENIOR LIVING INC,100,91
united states,Sierra Bancorp,Sierra Bancorp,USD,BSRR,equity,US82620P1021,SIERRA BANCORP,100,100
netherlands,Sif Holding NV,Sif Holding NV,EUR,SIFG,equity,NL0011660485,SIF HOLDING NV,100,100
united states,SIFCO,SIFCO Industries,USD,SIF,equity,US8265461033,SIFCO INDUSTRIES,100,48
united states,SIGA Tech,SIGA Technologies Inc,USD,SIGA,equity,US8269171067,SIGA TECHNOLOGIES INC,100,60
united states,SigmaTron,SigmaTron International Inc,USD,SGMA,equity,US82661L1017,SIGMATRON INTERNATIONAL INC,100,50
japan,Sigmaxyz,Sigmaxyz Inc,JPY,6088,equity,JP3348950001,SIGMAXYZ INC,100,80
united states,Signature Bank,Signature Bank,USD,SBNY,equity,US82669G1040,SIGNATURE BANK,100,100
united states,Signet Jewelers,Signet Jewelers Ltd,USD,SIG,equity,BMG812761002,SIGNET JEWELERS LTD,100,88
japan,Signpost,Signpost Corp,JPY,3996,equity,JP3312170008,SIGNPOST CORP,100,76
united states,Silgans,Silgan Holdings Inc,USD,SLGN,equity,US8270481091,SILGAN HOLDINGS INC,100,46
united states,Silicon Labs,Silicon Laboratories Inc,USD,SLAB,equity,US8269191024,SILICON LABORATORIES INC,100,67
hong kong,Silver Base Group Holdings,Silver Base Group Holdings Ltd,HKD,0886,equity,KYG816941044,SILVER BASE GROUP HOLDINGS,93,100
canada,Silver Bear Resources,Silver Bear Resources Inc,CAD,SBR,equity,GB00BF2P1260,SILVER BEAR RESOURCES PLC,92,91
australia,Silver Lake Resources,Silver Lake Resources Ltd,AUD,SLR,equity,AU000000SLR6,SILVER LAKE RESOURCES LTD,100,91
canada,Silver One Resources,Silver One Resources Inc,CAD,SVE,equity,CA8280621092,SILVER ONE RESOURCES INC,100,91
canada,Silver Predator,Silver Predator Corp,CAD,SPD,equity,CA82808Q2036,SILVER PREDATOR CORP,100,86
canada,Silvercorp Metals,Silvercorp Metals Inc,CAD,SVM,equity,CA82835P1036,SILVERCORP METALS INC,100,89
united states,SilverSun Tech,SilverSun Technologies Inc,USD,SSNT,equity,US82846H2076,SILVERSUN TECHNOLOGIES INC,100,70
united states,Simon Property,Simon Property Group Inc,USD,SPG,equity,US8288061091,SIMON PROPERTY GROUP INC,100,74
japan,Simplex TOPIX Bear -2x,Simplex TOPIX Bear -2x,JPY,1356,equity,JP3047770007,SIMPLEX TOPIX BEAR 2X ETF,91,91
united states,Simply Good Foods,Simply Good Foods Co,USD,SMPL,equity,US82900L1026,SIMPLY GOOD FOODS CO/THE,91,83
united states,Simpson Manufacturing,Simpson Manufacturing Company Inc,USD,SSD,equity,US8290731053,SIMPSON MANUFACTURING CO INC,92,86
united states,Simulations Plus,Simulations Plus Inc,USD,SLP,equity,US8292141053,SIMULATIONS PLUS INC,100,89
japan,Sincere,Sincere Co Ltd,JPY,7782,equity,JP3376500009,SINCERE CO LTD,100,67
japan,Sinfonia Technology,Sinfonia Technology Co Ltd,JPY,6507,equity,JP3375400003,SINFONIA TECHNOLOGY CO LTD,100,84
hong kong,Sino Biopharmaceutical,Sino Biopharmaceutical Ltd,HKD,1177,equity,KYG8167W1380,SINO BIOPHARMACEUTICAL,92,100
hong kong,Sino I Technology,Sino-I Technology Ltd,HKD,0250,equity,HK0250031678,SINO-I TECHNOLOGY LTD,100,89
hong kong,Sino-Ocean,Sino-Ocean Group Holding Ltd,HKD,3377,equity,HK3377040226,SINO-OCEAN GROUP HOLDING LTD,100,53
china,Sinolink Securities,Sinolink Securities Co Ltd,CNY,600109,equity,CNE000000SV4,SINOLINK SECURITIES CO LTD-A,96,81
china,Sinoma Energy Conservation,Sinoma Energy Conservation Ltd,CNY,603126,equity,CNE100001TB1,SINOMA ENERGY CONSERVATION-A,90,96
china,Sinomach Automobile,Sinomach Automobile Co Ltd,CNY,600335,equity,CNE0000017D0,SINOMACH AUTOMOBILE CO LTD-A,96,81
china,Sinopec Oilfield Equipment,Sinopec Oilfield Equipment Corp,CNY,000852,equity,CNE000000XK7,SINOPEC OILFIELD EQUIPMENT-A,92,96
hong kong,Sinopec Oilfield Service Corp,Sinopec Oilfield Service Corp,HKD,1033,equity,CNE1000004D6,SINOPEC OILFIELD SERVICE -H,91,91
hong kong,Sinopec Shanghai Petrochemical H,Sinopec Shanghai Petrochemical Co Ltd Class H,HKD,0338,equity,CNE1000004C8,SINOPEC SHANGHAI PETROCHEM-H,77,93
hong kong,Sinopharm Group Co,Sinopharm Group Co Ltd,HKD,1099,equity,CNE100000FN7,SINOPHARM GROUP CO-H,90,95
hong kong,Sinosoft Technology,Sinosoft Technology Group Ltd,HKD,1297,equity,KYG818751094,SINOSOFT TECHNOLOGY GROUP LT,98,81
hong kong,Sinotruk Hong Kong,Sinotruk Hong Kong Ltd,HKD,3808,equity,HK3808041546,SINOTRUK HONG KONG LTD,100,90
japan,Sintokogio Ltd,Sintokogio Ltd,JPY,6339,equity,JP3378200004,SINTOKOGIO LTD,100,100
canada,Sirios Resources Inc.,Sirios Resources Inc.,CAD,SOI,equity,CA8299085081,SIRIOS RESOURCES INC,100,100
united kingdom,Sirius Minerals,Sirius Minerals PLC,GBP,SXX,equity,GB00B0DG3H29,SIRIUS MINERALS PLC,100,88
united kingdom,Sirius Petroleum,Sirius Petroleum Plc,GBP,SRSP,equity,GB00B03VVN93,SIRIUS PETROLEUM PLC,100,89
united states,Sirius XM,Sirius XM Holding Inc,USD,SIRI,equity,US82968B1035,SIRIUS XM HOLDINGS INC,98,58
united states,Site Centers,Site Centers Corp,USD,SITC,equity,US82981J1097,SITE CENTERS CORP,100,83
italy,Siti B&T,Siti B&T Group SpA,EUR,SITI,equity,IT0005171936,SITI B&T GROUP SPA,100,62
united states,SITO Mobile Ltd,SITO Mobile Ltd,USD,SITO,equity,US82988R2031,SITO MOBILE LTD,100,100
hong kong,Sitoy Group Holdings Ltd,Sitoy Group Holdings Ltd,HKD,1023,equity,KYG8190E1052,SITOY GROUP HOLDINGS LTD,100,100
australia,Six Sigma Metals,Six Sigma Metals Ltd,AUD,SI6,equity,AU000000SI67,SIX SIGMA METALS LTD,100,89
canada,Siyata Mobile,Siyata Mobile Inc,CAD,SIM,equity,CA83013Q1037,SIYATA MOBILE INC,100,87
india,SJVN,SJVN Ltd,INR,SJVN,equity,INE002L01015,SJVN LTD,100,67
india,SJVN,SJVN Ltd,INR,SJVN,equity,INE002L01015,SJVN LTD,100,67
japan,Sk Kaken,Sk Kaken Co Ltd,JPY,4628,equity,JP3162650000,SK KAKEN CO LTD,100,70
japan,SK-Electronics,SK-Electronics Co Ltd,JPY,6677,equity,JP3162640001,SK-ELECTRONICS LTD,92,88
canada,Skeena Resources,Skeena Resources Ltd,CAD,SKE,equity,CA83056P8064,SKEENA RESOURCES LTD,100,89
denmark,Skjern Bank,Skjern Bank,DKK,SKJE,equity,DK0010295922,SKJERN BANK,100,100
japan,SKY Perfect JSAT Holdings Inc.,SKY Perfect JSAT Holdings Inc.,JPY,9412,equity,JP3396350005,SKY PERFECT JSAT HOLDINGS,93,93
canada,Skyharbour Resources,Skyharbour Resources Ltd,CAD,SYH,equity,CA8308166096,SKYHARBOUR RESOURCES LTD,100,91
israel,Skyline Invest,Skyline Investments Inc,ILS,SKLN,equity,CA83084Y1007,SKYLINE INVESTMENTS INC,100,76
united states,SkyWest,SkyWest Inc,USD,SKYW,equity,US8308791024,SKYWEST INC,100,78
united states,Skyworks,Skyworks Solutions Inc,USD,SWKS,equity,US83088M1027,SKYWORKS SOLUTIONS INC,100,53
china,Skyworthdt A,Skyworth Digital Co Ltd,CNY,000810,equity,CNE0000000L9,SKYWORTH DIGITAL CO LTD-A,96,54
united states,SL Green,SL Green Realty Corp,USD,SLG,equity,US78440X1019,SL GREEN REALTY CORP,100,57
canada,Slam Exploration,Slam Exploration Ltd.,CAD,SXL,equity,CA8310043044,SLAM EXPLORATION LTD,100,89
germany,Slater & Gordon,Slater & Gordon Ltd,EUR,SGH,equity,AU000000SGH7,SLATER & GORDON LTD,100,87
japan,SLD Entertainment,SLD Entertainment Inc,JPY,3223,equity,JP3162580009,SLD ENTERTAINMENT INC,100,89
netherlands,Sligro Food,Sligro Food Group NV,EUR,SLIGR,equity,NL0000817179,SLIGRO FOOD GROUP NV,100,71
austria,SLM Solutions,SLM Solutions Group AG,EUR,AM3D,equity,DE000A111338,SLM SOLUTIONS GROUP AG,100,74
united states,SM Energy,SM Energy Co,USD,SM,equity,US78454L1008,SM ENERGY CO,100,86
canada,Smart Employee Benefits,Smart Employee Benefits,CAD,SEB,equity,CA83172K1030,SMART EMPLOYEE BENEFITS INC,92,92
united states,Smart Global,Smart Global Holdings Inc,USD,SGH,equity,KYG8232Y1017,SMART GLOBAL HOLDINGS INC,100,65
united states,Smart Sand,Smart Sand Inc,USD,SND,equity,US83191H1077,SMART SAND INC,100,83
united states,SmartFinancial Inc,SmartFinancial Inc,USD,SMBK,equity,US83190L2088,SMARTFINANCIAL INC,100,100
australia,SmartPay,SmartPay Holdings Ltd,AUD,SMP,equity,NZDMBE0001S2,SMARTPAY HOLDINGS LTD,100,55
belgium,Smartphoto,Smartphoto Group NV,EUR,SMAR,equity,BE0974323553,SMARTPHOTO GROUP,91,77
japan,Smartvalue,Smartvalue Co Ltd,JPY,9417,equity,JP3400090001,SMARTVALUE CO LTD,100,74
japan,Smedio,Smedio Inc,JPY,3913,equity,JP3163950003,SMEDIO INC,100,75
united states,AO Smith,Smith AO Corporation,USD,AOS,equity,US8318652091,SMITH (A.O.),62,94
united states,Smith Micro Software,Smith Micro Software Inc,USD,SMSI,equity,US8321542073,SMITH MICRO SOFTWARE INC,100,91
united kingdom,Smiths Group,Smiths Group PLC,GBP,SMIN,equity,GB00B1WY2338,SMITHS GROUP PLC,100,86
united states,SMTC,SMTC Corporation,USD,SMTX,equity,US8326822074,SMTC CORPORATION,100,40
italy,Snam,Snam SpA,EUR,SRG,equity,IT0003153415,SNAM SPA,100,67
united states,Snap-On,Snap-On Inc,USD,SNA,equity,US8330341012,SNAP-ON INC,100,78
japan,Snow Peak,Snow Peak Inc,JPY,7816,equity,JP3399770001,SNOW PEAK INC,100,82
japan,Socialwire Co Ltd,Socialwire Co Ltd,JPY,3929,equity,JP3431100001,SOCIALWIRE CO LTD,100,100
mexico,Societe Generale,Societe Generale,MXN,GLEN,equity,FR0000130809,SOCIETE GENERALE SA,91,91
united states,Socket Mobile,Socket Mobile Inc,USD,SCKT,equity,US83368E2000,SOCKET MOBILE INC,100,87
japan,Sockets,Sockets Inc,JPY,3634,equity,JP3433300005,SOCKETS INC,100,78
japan,Soda Nikka Co Ltd,Soda Nikka Co Ltd,JPY,8158,equity,JP3431400005,SODA NIKKA CO LTD,100,100
japan,Sodick Co Ltd,Sodick Co Ltd,JPY,6143,equity,JP3434200006,SODICK CO LTD,100,100
united states,SoFi Gig Economy,SoFi Gig Economy ETF,USD,GIGE,equity,US8863645045,SOFI GIG ECONOMY ETF,100,89
japan,SoftBank Corp,SoftBank Corp,JPY,9434,equity,JP3732000009,SOFTBANK CORP,100,100
japan,Softbank Group Corp.,Softbank Group Corp.,JPY,9984,equity,JP3436100006,SOFTBANK GROUP CORP,100,100
japan,Softbrain Co Ltd,Softbrain Co Ltd,JPY,4779,equity,JP3436170009,SOFTBRAIN CO LTD,100,100
hong kong,Softpower Intl,Softpower International Ltd,HKD,0380,equity,BMG8253D1011,SOFTPOWER INTERNATIONAL LTD,100,68
japan,Software Service,Software Service Inc,JPY,3733,equity,JP3436020006,SOFTWARE SERVICE INC,100,89
japan,Sogo Medical,Sogo Medical Holdings Co Ltd,JPY,9277,equity,JP3432310005,SOGO MEDICAL HOLDINGS CO LTD,100,60
japan,Sohgo Security Services,Sohgo Security Services Co Ltd,JPY,2331,equity,JP3431900004,SOHGO SECURITY SERVICES CO,93,94
hong kong,Soho China Ltd,Soho China Ltd,HKD,0410,equity,KYG826001003,SOHO CHINA LTD,100,100
japan,Sojitz Corp.,Sojitz Corp.,JPY,2768,equity,JP3663900003,SOJITZ CORP,100,100
canada,Solar Alliance Energy,Solar Alliance Energy Inc,CAD,SOLR,equity,CA83418C1059,SOLAR ALLIANCE ENERGY INC,100,91
united states,SolarEdge Technologies Inc,SolarEdge Technologies Inc,USD,SEDG,equity,US83417M1045,SOLAREDGE TECHNOLOGIES INC,100,100
japan,Solasto,Solasto Corp,JPY,6197,equity,JP3436250009,SOLASTO CORP,100,74
japan,Solekia,Solekia Ltd,JPY,9867,equity,JP3301200006,SOLEKIA LTD,100,78
united kingdom,SolGold,SolGold PLC,GBP,SOLG,equity,GB00B0WD0R35,SOLGOLD PLC,100,78
japan,Soliton Systems KK,Soliton Systems KK,JPY,3040,equity,JP3436300002,SOLITON SYSTEMS KK,100,100
united kingdom,Solo Oil,Solo Oil PLC,GBP,SOLO,equity,GB00BF1BK408,SOLO OIL PLC,100,80
canada,Solstice Gold,Solstice Gold Corp,CAD,SGC,equity,CA83438X1050,SOLSTICE GOLD CORP,100,84
sweden,SolTech Energy Sweden AB,SolTech Energy Sweden AB,SEK,SOLT,equity,SE0005392537,SOLTECH ENERGY SWEDEN AB,100,100
france,Solutions 30,Solutions 30 SE,EUR,ALS30,equity,FR0013379484,SOLUTIONS 30 SE,100,89
japan,Solxyz,Solxyz Co Ltd,JPY,4284,equity,JP3436400000,SOLXYZ CO LTD,100,63
japan,Somar,Somar Corp,JPY,8152,equity,JP3436200004,SOMAR CORP,100,67
israel,Somoto,Somoto Ltd,ILS,SMTO,equity,VGG826421023,SOMOTO LTD,100,75
japan,Sonecrp,Sonec Corp,JPY,1768,equity,JP3435700004,SONEC CORP,100,59
australia,Sonic Healthcare,Sonic Healthcare Ltd,AUD,SHL,equity,AU000000SHL7,SONIC HEALTHCARE LIMITED,91,80
united states,Sonim Technologies,Sonim Technologies Inc,USD,SONM,equity,US83548F1012,SONIM TECHNOLOGIES INC,100,90
united states,Sonoco Products,Sonoco Products Company,USD,SON,equity,US8354951027,SONOCO PRODUCTS CO,88,91
japan,Sonocom,Sonocom Co Ltd,JPY,7902,equity,JP3435900000,SONOCOM CO LTD,100,67
united states,Sonoma Pharma,Sonoma Pharmaceuticals Inc,USD,SNOA,equity,US83558L2043,SONOMA PHARMACEUTICALS INC,100,67
united states,Sonos,Sonos Inc,USD,SONO,equity,US83570H1086,SONOS INC,100,71
japan,Sony Financial Holdings Inc.,Sony Financial Holdings Inc.,JPY,8729,equity,JP3435350008,SONY FINANCIAL HOLDINGS INC.,100,100
china,Soochow Securities,Soochow Securities Co Ltd,CNY,601555,equity,CNE1000019P8,SOOCHOW SECURITIES CO LTD-A,96,80
canada,SOPerior Fertilizer,SOPerior Fertilizer Corp,CAD,SOP,equity,CA83577W1086,SOPERIOR FERTILIZER CORP,100,88
japan,Sophia,Sophia Holdings Co Ltd,JPY,6942,equity,JP3436000008,SOPHIA HOLDINGS CO LTD,100,43
united kingdom,Sophos Group PLC,Sophos Group PLC,GBP,SOPH,equity,GB00BYZFZ918,SOPHOS GROUP PLC,100,100
united states,SORL,SORL Auto Parts Inc,USD,SORL,equity,US78461U1016,SORL AUTO PARTS INC,100,35
japan,Sosei Group,Sosei Group Corp,JPY,4565,equity,JP3431300007,SOSEI GROUP CORP,100,81
japan,Sotetsu Holdings Inc,Sotetsu Holdings Inc,JPY,9003,equity,JP3316400005,SOTETSU HOLDINGS INC,100,100
united states,Sotheby’s,Sotheby’s,USD,BID,equity,US8358981079,SOTHEBY'S,100,100
united states,Sotherly Hotels,Sotherly Hotels Inc,USD,SOHO,equity,US83600C1036,SOTHERLY HOTELS INC,100,88
united states,Sotherly Hotels,Sotherly Hotels Inc,USD,SOHO,equity,US83600C1036,SOTHERLY HOTELS INC,100,88
united states,Sotherly Hotels,Sotherly Hotels Inc,USD,SOHO,equity,US83600C1036,SOTHERLY HOTELS INC,100,88
japan,Sotoh,Sotoh Co Ltd,JPY,3571,equity,JP3434600007,SOTOH CO LTD,100,59
japan,Sotsu,Sotsu Co Ltd,JPY,3711,equity,JP3432500001,SOTSU CO LTD,100,59
japan,Sourcenext Corp,Sourcenext Corp,JPY,4344,equity,JP3431200009,SOURCENEXT CORP,100,100
mexico,Southern Copper,Southern Copper Corp,MXN,SCCO,equity,US84265V1052,SOUTHERN COPPER CORP,100,86
australia,Southern Cross Media,Southern Cross Media Group Ltd,AUD,SXL,equity,AU000000SXL4,SOUTHERN CROSS MEDIA GROUP L,97,83
united states,Southern First Bancshares,Southern First Bancshares Inc,USD,SFST,equity,US8428731017,SOUTHERN FIRST BANCSHARES,93,100
united states,Southern Missouri,Southern Missouri Bancorp Inc,USD,SMBC,equity,US8433801060,SOUTHERN MISSOURI BANCORP,93,81
canada,Southern Silver Exploration,Southern Silver Exploration Corp.,CAD,SSV,equity,CA8438142033,SOUTHERN SILVER EXPLORATION,92,100
united states,Southside,Southside Bancshares Inc,USD,SBSI,equity,US84470P1093,SOUTHSIDE BANCSHARES INC,100,55
mexico,Southwest Airlines,Southwest Airlines Co,MXN,LUV,equity,US8447411088,SOUTHWEST AIRLINES,92,100
united states,Southwestern Energy,Southwestern Energy Company,USD,SWN,equity,US8454671095,SOUTHWESTERN ENERGY CO,90,93
australia,Sovereign Metals,Sovereign Metals Ltd,AUD,SVM,equity,AU000000SVM6,SOVEREIGN METALS LTD,100,89
united states,SP Plus Corp,SP Plus Corp,USD,SP,equity,US78469C1036,SP PLUS CORP,100,100
japan,Space Value,Space Value Holdings Co Ltd,JPY,1448,equity,JP3400060004,SPACE VALUE HOLDINGS CO LTD,100,58
japan,Spancrete,Spancrete Corp,JPY,5277,equity,JP3400000000,SPANCRETE CORP,100,78
canada,Spanish Mountain Gold,Spanish Mountain Gold Ltd,CAD,SPA,equity,CA8464811097,SPANISH MOUNTAIN GOLD LTD,100,91
united states,SPAR Group,SPAR Group Inc,USD,SGRP,equity,US7849331035,SPAR GROUP INC,100,83
australia,Spark Infrastructure,Spark Infrastructure Group,AUD,SKI,equity,AU000000SKI7,SPARK INFRASTRUCTURE GROUP,100,87
united states,SpartanNash Co,SpartanNash Co,USD,SPTN,equity,US8472151005,SPARTANNASH CO,100,100
japan,Sparx Group,Sparx Group Co Ltd,JPY,8739,equity,JP3399900004,SPARX GROUP CO LTD,100,76
united states,Spectrum Brands,Spectrum Brands Holdings Inc,USD,SPB,equity,US84790A1051,SPECTRUM BRANDS HOLDINGS INC,100,70
