,IB-industry,IB-longName,IB-marketName,IB-ISIN,IB-Symbol
5985,Industrial,DAIWA INDUSTRIES LTD,6459,JP3505800007,6459
5986,Industrial,DAIWA MOTOR TRANSPORTATION,9082,JP3503000006,9082
5987,Financial,DAIWA OFFICE INVESTMENT CORP,8976,JP3046310003,8976
5988,Energy,DAKSHIDIN CORP,CURRENT,US2342631015,DKSC
5989,"Consumer, Cyclical",DAKTRONICS INC,NMS,US2342641097,DAKT
5990,Communications,DOMAIN HOLDINGS AUSTRALIA LT,DHG,AU000000DHG9,DHG
5991,,DEUTSCHE HIGH INCOME OPPORTU,DHG,US25158Y1029,DHG
5992,"Consumer, Cyclical",DALATA HOTEL GROUP PLC,XETRA,IE00BJMZDW83,DHG
5993,Technology,KEYWARE SOLUTIONS INC.,3799,JP3236150003,3799
5994,"Consumer, Non-cyclical",DALI FOODS GROUP CO LTD,3799,KYG2743Y1061,3799
5995,"Consumer, Non-cyclical",LIAONING PORT CO LTD - H,2880,CNE1000002Y6,2880
5996,"Consumer, Non-cyclical",DALMIA BHARAT SUGAR & INDUST,DALMIASUG,INE495A01022,DALMIASUG
5997,"Consumer, Non-cyclical",DALRADA FINANCIAL CORP,CURRENT,US2354964031,DFCO
5998,"Consumer, Cyclical",DONACO INTL LTD,DNA,AU000000DNA0,DNA
5999,Financial,DORIC NIMROD AIR ONE LTD,SFM2,GG00B4MF3899,DNA
6000,"Consumer, Non-cyclical",GINKGO BIOWORKS HOLDINGS INC,DNA,US37611X1000,DNA
6001,Basic Materials,DALRADIAN RESOURCES INC,DNA,CA2354991002,DNA
6002,"Consumer, Non-cyclical",D.N.A BIOMEDICAL SOLUTIONS L,DNA,IL0011038523,DNA
6003,Basic Materials,DAMARA GOLD CORP,DMR,CA23568R1064,DMR
6004,Financial,DAMARISCOTTA BANKSHARES INC,DMSQ,US2356881084,DMSQ
6005,"Consumer, Cyclical",DAMARTEX,XETRA,FR0000185423,ALDAR
6006,"Consumer, Cyclical",DAMODAR INDUSTRIES LTD,DAMODARIN,INE497D01022,DAMODARIN
6007,"Consumer, Cyclical",DAN HOTELS CORP LTD,DANH,IL0008220159,DANH
6008,"Consumer, Non-cyclical",DANAHER CORP,DHR,US2358511028,DHR
6009,Basic Materials,DISCOVERY HARBOUR RESOURCES,DHR,CA25470W2067,DHR
6010,"Consumer, Non-cyclical",B&G FOODS INC,XETRA,US05508R1068,DHR
6011,Basic Materials,DANAKALI LTD,DNK,AU000000DNK9,DNK
6012,Communications,PHOENIX TREE HOLDINGS LTD,DNK,US7191561015,DNK
6013,Technology,DATABLE TECHNOLOGY CORP,DAC,CA23803L1040,DAC
6014,Industrial,DANAOS CORP,DAC,MHY1968P1218,DAC
6015,"Consumer, Non-cyclical",DANEL (ADIR YEOSHUA) LTD,DANE,IL0003140139,DANE
6016,"Consumer, Non-cyclical",DANGEE DUMS LTD,DANGEE,INE688Y01014,DANGEE
6017,"Consumer, Non-cyclical",DANONE,DAN,FR0000120644,DAN
6018,Industrial,DANIELI & CO.,DAN,IT0000076502,DAN
6019,"Consumer, Cyclical",DANA INC,DAN,US2358252052,DAN
6020,Basic Materials,ARIANNE PHOSPHATE INC,DAN,CA04035D1024,DAN
6021,"Consumer, Cyclical",DANIER LEATHER INC,DL,CA2359091089,DL
6022,Financial,DANSKE BANK A/S,XETRA,DK0010274414,DSN
6023,"Consumer, Cyclical",DANTO HOLDINGS CORP,5337,JP3506600000,5337
6024,"Consumer, Cyclical",DAOHE GLOBAL GROUP LTD,915,BMG2751X1314,915
6025,Industrial,DAQIN RAILWAY CO LTD -A,601006,CNE000001NG4,601006
6026,Basic Materials,DAQO NEW ENERGY CORP-ADR,DQ,US23703Q2030,DQ
6027,Financial,BLACKHAWK GROWTH CORP,BLR,CA09238B3083,BLR
6028,Industrial,DARCO WATER TECHNOLOGIES LTD,BLR,SG1CC9000009,BLR
6029,"Consumer, Non-cyclical",BLIRT SA,BLR,PLBLIRT00018,BLR
6030,"Consumer, Cyclical",DARDEN RESTAURANTS INC,DRI,US2371941053,DRI
6031,"Consumer, Non-cyclical",DARE BIOSCIENCE INC,SCM,US23666P1012,DARE
6032,Industrial,DARE POWER DEKOR HOME CO L-A,000910,CNE000000YV2,000910
6033,Technology,DARKPULSE INC,CURRENT,US2372451052,DPLS
6034,"Consumer, Non-cyclical",DARLING INGREDIENTS INC,DAR,US2372661015,DAR
6035,Industrial,DATRON AG,XETRA,DE000A0V9LA7,DAR
6036,Communications,DARELLE ONLINE SOLUTIONS INC,DAR,CA2372051094,DAR
6037,"Consumer, Cyclical",DYNAMIC TECHNOLOGIES GROUP I,DTG,CA26801T1021,DTG
6038,Utilities,DTE ENERGY CO JR SUB NT SER E,DTG,US2333318184,DTG
6039,"Consumer, Cyclical",DAIMLER TRUCK HOLDING AG,DTG,DE000DTR0CK8,DTG
6040,Communications,DZS INC,SCM,US2682111099,DZSI
6041,Industrial,DASEKE INC,SCM,US23753F1075,DSKE
6042,"Consumer, Cyclical",DASHANG CO LTD -A,600694,CNE000000DW4,600694
6043,Financial,DASIN RETAIL TRUST,CEDU,SG1DE2000000,CEDU
6044,Technology,DASSAULT SYSTEMES SE,DSYN,FR0014003TT8,DSYN
6045,Communications,DATA CALL TECHNOLOGIES INC,CURRENT,US2376012082,DCLT
6046,Technology,DATA COMMUNICATIONS MANAGEME,DCM,CA23761M1023,DCM
6047,"Consumer, Cyclical",DCM LIMITED,DCM,INE498A01018,DCM
6048,Technology,DATA STORAGE CORP,SCM,US23786R2013,DTST
6049,"Consumer, Cyclical",DILLARDS CAP TST I 7.50%CP SEC,DDT,US25406P2002,DDT
6050,Technology,DATADOT TECHNOLOGY LTD,DDT,AU000000DDT1,DDT
6051,Technology,DATAGROUP SE,XETRA,DE000A0JC8S7,D6H
6052,Technology,DATAMATICS GLOBAL SERVICES,DATAMATIC,INE365B01017,DATAMATIC
6053,Financial,DIGITAL MAGICS SPA,DM,IT0004900160,DM
6054,Technology,DATAMETREX AI LTD,DM,CA23809L1085,DM
6055,Technology,DESKTOP METAL INC-A,DM,US25058X1054,DM
6056,Technology,DATASEA INC,SCM,US2381162062,DTSS
6057,,DATATEC SYSTEMS INC,DATC,US2381281029,DATC
6058,Technology,DATATRAK INTERNATIONAL INC,CURRENT,US2381342094,DTRK
6059,Basic Materials,DATELINE RESOURCES LTD,DTR,AU000000DTR1,DTR
6060,Communications,DIGITREE GROUP SA,DTR,PLSARE000013,DTR
6061,Energy,JINNENG HOLDING SHANXI COA-A,601001,CNE000001MZ6,601001
6062,Industrial,DAVIE YARDS INC,DAV,CA2386811004,DAV
6063,"Consumer, Non-cyclical",DAVIDE CAMPARI-MILANO NV,CPR,NL0015435975,CPR
6064,Basic Materials,ALLIED COPPER CORP,CPR,CA01910L1004,CPR
6065,"Consumer, Cyclical",CLIVPEE LTD,CPR,AU000000CPR1,CPR
6066,Industrial,COMPREMUM SA,CPR,PLPZBDT00013,CPR
6067,Communications,DEUTSCHE TELEKOM AG-SPON ADR,XETRA,US2515661054,DTEA
6068,"Consumer, Non-cyclical",DAVIDSTEA INC,NMS,CA2386611024,DTEA
6069,,DAVIS SELECT FINANCIAL ETF,DFNL,US23908L1089,DFNL
6070,,DAVIS SELECT INTERNATIONAL,DINT,US23908L4059,DINT
6071,"Consumer, Non-cyclical",DAVITA INC,DVA,US23918K1088,DVA
6072,"Consumer, Non-cyclical",DELIVRA CORP,DVA,CA24701U1057,DVA
6073,Technology,DAWN CORP,2303,JP3637600002,2303
6074,Basic Materials,HENGXING GOLD HOLDING CO LTD,2303,KYG4404P1019,2303
6075,Energy,DAWSON GEOPHYSICAL CO,NMS,US2393601008,DWSN
6076,"Consumer, Non-cyclical",DAXOR CORP,SCM,US2394671034,DXR
6077,,DYNAMIC ACTIVE RETIREMENT IN,DXR,CA26786G1090,DXR
6078,Energy,DAYBREAK OIL & GAS INC,LIMITED,US2395591074,DBRM
6079,"Consumer, Cyclical",DAYTONA CORP,7228,JP3548650005,7228
6080,,DB BASE METALS DOUBLE LONG,CURRENT,US25154K8412,BDDXF
6081,,DB BASE METALS DOUBLE SHORT,CURRENT,US25154K8586,BOMMF
6082,,DB CRUDE OIL DOUBLE SHORT,DTO,US25154K8099,DTO
6083,Financial,DB REALTY LTD,DBREALTY,INE879I01012,DBREALTY
6084,Financial,DBS GROUP HOLDINGS LTD,D05,SG1L01001701,D05
6085,"Consumer, Non-cyclical",DC BRANDS INTERNATIONAL INC,HRDN,US2330787084,HRDN
6086,Financial,DCB BANK LTD,DCBBANK,INE503A01015,DCBBANK
6087,Energy,DCC PLC,SET1,IE0002424939,DCC
6088,Technology,DIGITAL X LTD,DCC,AU000000DCC9,DCC
6089,,DESJARDINS 1-5 YR CAD CORP,DCC,CA25058M1095,DCC
6090,Communications,DCI DATABASE FOR COMMERCE,XETRA,DE000A11QU11,DCIK
6091,"Consumer, Cyclical",DCM HOLDINGS CO LTD,3050,JP3548660004,3050
6092,,GLOBAL X CHINA GLOBAL LE-HKD,3050,HK0000716081,3050
6093,"Consumer, Non-cyclical",DCM SHRIRAM LTD,DCMSHRIRA,INE499A01024,DCMSHRIRA
6094,Technology,DUCK CREEK TECHNOLOGIES INC,NMS,US2641201064,DCT
6095,Basic Materials,DCW LIMITED,DCW,INE500A01029,DCW
6096,"Consumer, Cyclical",DD HOLDINGS CO LTD,3073,JP3499650004,3073
6097,,SPDR FTSE GREATER CHINA -HKD,3073,HK0000068749,3073
6098,,PROSHARES ULTRA DOW30,DDM,US74347R3057,DDM
6099,Financial,DDM HOLDING AG,DDM,CH0246292343,DDM
6100,Industrial,DDS INC.,3782,JP3548620008,3782
6101,"Consumer, Non-cyclical",DE LA RUE PLC,SSMM,GB00B3DGH821,DLAR
6102,Industrial,DEALERADVANCE INC,DLAD,US2422842060,DLAD
6103,,WISDOMTREE INTL S/C DVD FUND,DLS,US97717W7609,DLS
6104,Technology,DEALNET CAPITAL CORP,DLS,CA2423151091,DLS
6105,Financial,DEANS KNIGHT INCOME CORP,DNC,CA24242T1049,DNC
6106,Financial,DEAR LIFE CO LTD,3245,JP3548720006,3245
6107,,VALKYRIE BITCOIN STRATEGY,NMS,US91917A1088,BTF
6108,Financial,DEBAO PROPERTY DEVELOPMENT,BTF,SG1CH6000001,BTF
6109,Communications,DEBT RESOLVE INC,DRSV,US24276R2067,DRSV
6110,Communications,JC DECAUX SA,DEC,FR0000077919,DEC
6111,Energy,DIVERSIFIED ENERGY CO PLC,STMM,GB00BYX7JT74,DEC
6112,Basic Materials,DECADE RESOURCES LTD,DEC,CA2427793047,DEC
6113,Financial,DECAMA CAPITAL LTD,DCMA,IL0011161770,DCMA
6114,Industrial,DECCAN CEMENTS LTD,DECCANCE,INE583C01021,DECCANCE
6115,Communications,DECCAN CHRONICLE HLDGS LTD,DCHL,INE137G01027,DCHL
6116,"Consumer, Cyclical",TOP FORM INTERNATIONAL LTD.,333,BMG8922H1299,333
6117,"Consumer, Non-cyclical",DECHRA PHARMACEUTICALS PLC,SET1,GB0009633180,DPH
6118,"Consumer, Non-cyclical",DUNCAN PARK HLDGS CORP,DPH,CA2650652019,DPH
6119,"Consumer, Non-cyclical",DECIPHERA PHARMACEUTICALS IN,NMS,US24344T1016,DCPH
6120,Technology,DECISION DIAGNOSTICS CORP,LIMITED,US2434431084,DECN
6121,Communications,JC DECAUX SA,DECN,FR0000077919,DECN
6122,Technology,DECISIONPOINT SYSTEMS INC/CA,DPSI,US24345A5074,DPSI
6123,Industrial,DECKER MANUFACTURING CORP,LIMITED,US2434981021,DMFG
6124,"Consumer, Cyclical",DECKERS OUTDOOR CORP,DECK,US2435371073,DECK
6125,Technology,DECLOUT LTD,5UZ,SG2F27986197,5UZ
6126,Basic Materials,DEEPAK FERTILISERS & PETRO,DEEPAKFER,INE501A01019,DEEPAKFER
6127,Basic Materials,DEEPAK NITRITE LTD,DEEPAKNTR,INE288B01029,DEEPAKNTR
6128,,ROUNDHILL ACQUIRERS DEEP VAL,DEEP,US26922A7019,DEEP
6129,Basic Materials,DEEPROCK MINERALS INC,DEEP,CA24381B1040,DEEP
6130,"Consumer, Cyclical",DEER CONSUMER PRODUCTS INC,NOINFO,US24379J2006,DEER
6131,Financial,DIVERSIFIED HEALTHCARE TRUST,NMS,US25525P1075,DHC
6132,Industrial,DEERE & CO,DE,US2441991054,DE
6133,Financial,DECISIVE DIVIDEND CORP,DE,CA24345T1003,DE
6134,Utilities,DALA ENERGI AB,DE,SE0000201253,DE
6135,Basic Materials,DEFENSE METALS CORP,DEFN,CA2446331035,DEFN
6136,,EMLES PROTECTIVE ALLOCATION,DEFN,US2913615090,DEFN
6137,Technology,DEFENX PLC,DFX,GB00BYNF4J61,DFX
6138,Basic Materials,DEFIANCE SILVER CORP,DEF,CA2447672080,DEF
6139,Financial,DEFAMA AG,XETRA,DE000A13SUL5,DEF
6140,,INVESCO DEFENSIVE EQUITY ETF,DEF,US46138J7752,DEF
6141,"Consumer, Non-cyclical",DEINOVE,ALDEI,FR0010879056,ALDEI
6142,Energy,DELEK LOGISTICS PARTNERS LP,DKL,US24664T1034,DKL
6143,"Consumer, Non-cyclical",DEKEL AGRI-VISION PLC,ASQ1,CY0106502111,DKL
6144,Energy,DECKLAR RESOURCES INC,DKL,CA2435731021,DKL
6145,"Consumer, Non-cyclical",DEL MONTE PACIFIC LTD,D03,VGG270541169,D03
6146,"Consumer, Cyclical",DEL TACO RESTAURANTS INC,TACO,US2454961044,TACO
6147,Basic Materials,DEL TORO SILVER CORP,DTOR,US2454971027,DTOR
6148,,DELAWARE INV DIVIDEND & INC,DDF,US2459151039,DDF
6149,Technology,DELAWARE THIRTEEN LTD,D13,AU000000D132,D13
6150,Communications,DELECTA LTD,XETRA,AU000000DLC0,WMR
6151,"Consumer, Cyclical",DELEK AUTOMOTIVE SYSTEMS LTD,DLEA,IL0008290103,DLEA
6152,Energy,DELEK GROUP LTD,DLEKG,IL0010841281,DLEKG
6153,Energy,DELEK US HOLDINGS INC,DK,US24665A1034,DK
6154,"Consumer, Cyclical",DELFINGEN INDUSTRY,ALDEL,FR0000054132,ALDEL
6155,"Consumer, Non-cyclical",DELHAIZE GROUP,DHZ,BE0003562700,DHZ
6156,Financial,DELHI BANK CORP,CURRENT,US2466941034,DWNX
6157,"Consumer, Non-cyclical",DELICA FOODS HOLDINGS CO LTD,3392,JP3549350001,3392
6158,Communications,DELIVERY HERO SE,XETRA,DE000A2E4K43,DHER
6159,"Consumer, Non-cyclical",DELIVERY TECHNOLOGY SOLUTION,NOINFO,US2470181049,DTSL
6160,Technology,DELL TECHNOLOGIES -C,DELL,US24703L2025,DELL
6161,Technology,DELL TECHNOLOGIES INC-CL V,XETRA,US24703L1035,12D
6162,Financial,DELMARVA BANCSHARES INC,DLMV,US2471001006,DLMV
6163,Basic Materials,DELONG HOLDINGS LTD,BQO,SG1CF9000002,BQO
6164,Technology,DELPHAX TECHNOLOGIES INC,CURRENT,US24712X1063,DLPX
6165,"Consumer, Cyclical",DELPHI TECHNOLOGIES PLC,DLPH,JE00BD85SC56,DLPH
6166,Financial,DELPHX CAPITAL MARKETS INC,DELX,CA24721L1013,DELX
6167,"Consumer, Cyclical",DELTA AIR LINES INC.,DAL,US2473617023,DAL
6168,Technology,DATALOGIC SPA,DAL,IT0004053440,DAL
6169,"Consumer, Cyclical",DALATA HOTEL GROUP PLC,SSMU,IE00BJMZDW83,DAL
6170,Basic Materials,DALAROO METALS LTD,DAL,AU0000172025,DAL
6171,Energy,DALMAC ENERGY INC,DAL,CA2354881039,DAL
6172,"Consumer, Cyclical",DELTA APPAREL INC,DLA,US2473681037,DLA
6173,Industrial,DELTA MANUFACTURING LTD,DELTAMAGNT,INE393A01011,DELTAMAGN
6174,Energy,DELTA OIL & GAS INC,DLTA,US24778R3084,DLTA
6175,Basic Materials,DELTA RESOURCES LTD,DLTA,CA24780P1009,DLTA
6176,Industrial,DELTA DRONE INTERNATIONAL LT,DLT,AU0000125627,DLT
6177,,DELTA SYSTEMS INC,DLT,CA2478001050,DLT
6178,Financial,DELTA PROPERTY FUND LTD,DLT,ZAE000194049,DLT
6179,"Consumer, Non-cyclical",DELTA-FLY PHARMA INC,4598,JP3549370009,4598
6180,Energy,DELOREAN CORP LTD,DEL,AU0000139974,DEL
6181,Basic Materials,DELTIC TIMBER CORP,DEL,US2478501008,DEL
6182,"Consumer, Cyclical",DELKO SA,DEL,PLDELKO00019,DEL
6183,Technology,DEMANDWARE INC,DWRE,US24802Y1055,DWRE
6184,"Consumer, Non-cyclical",DEMANT A/S,XETRA,DK0060738599,WDH1
6185,Communications,DEMOCRASOFT HOLDINGS INC,NOINFO,US24811V1008,DEMO
6186,Energy,DENBURY INC,DEN,US24790A1016,DEN
6187,Communications,DEN NETWORKS LTD,DEN,INE947J01015,DEN
6188,Energy,DUNDEE ENERGY LTD,DEN,CA26518Q1028,DEN
6189,Financial,DENA BANK,DENABANK,INE077A01010,DENABANK
6190,Technology,DENA CO LTD,2432,JP3548610009,2432
6191,Financial,DENALI BANCORPORATION INC,CURRENT,US2482191077,DENI
6192,"Consumer, Non-cyclical",DENALI THERAPEUTICS INC,NMS,US24823R1059,DNLI
6193,Basic Materials,INDUSTRIE DE NORA SPA,DNR,IT0005186371,DNR
6194,Energy,DENBURY RESOURCES INC,DNRCQ,US2479162081,DNRCQ
6195,Industrial,DENISON MINES CORP,XETRA,CA2483561072,IUQ
6196,Basic Materials,DENKA CO LTD,4061,JP3549600009,4061
6197,Financial,DENMARK BANCSHARES INC - A,PREMQX,US24847N1063,DMKBA
6198,"Consumer, Cyclical",DENNY'S CORPORATION,SCM,US24869P1049,DENN
6199,Industrial,YOKOHAMA WRIGHT INDUSTRIES,1452,JP3956650000,1452
6200,Basic Materials,DENOX ENVIRONMENTAL & TECHNO,1452,KYG2810N1088,1452
6201,"Consumer, Cyclical",DENSO CORP,6902,JP3551500006,6902
6202,"Consumer, Non-cyclical",DENTSPLY SIRONA INC,NMS,US24906P1093,XRAY
6203,Technology,APTERYX IMAGING INC.,XRAY,CA03836P1080,XRAY
6204,Communications,DENTSU GROUP INC,4324,JP3551520004,4324
6205,Financial,DENVER BANKSHARES INC,CURRENT,US2490821087,DNVB
6206,Industrial,DENYO CO LTD,6517,JP3551600004,6517
6207,Industrial,DEPPON LOGISTICS CO LTD-A,603056,CNE100002SZ0,603056
6208,"Consumer, Cyclical",DOMINO'S PIZZA ENTERPRISES L,DMP,AU000000DMP0,DMP
6209,"Consumer, Non-cyclical",DERMAPHARM HOLDING SE,XETRA,DE000A2GS5D8,DMP
6210,"Consumer, Non-cyclical",JOURNEY MEDICAL CORP,SCM,US48115J1097,DERM
6211,"Consumer, Non-cyclical",DERMIRA INC,DERM,US24983L1044,DERM
6212,Financial,DERWENT LONDON PLC,STMM,GB0002652740,DLN
6213,,WISDOMTREE US LARGECAP DIVID,DLN,US97717W3079,DLN
6214,Financial,DESANE GROUP HOLDINGS LIMITED,DGH,AU000000DGH9,DGH
6215,Industrial,DESARROLLADORA HOMEX SAB DE,HOMEX,MX01HO000007,HOMEX
6216,"Consumer, Cyclical",DESCENTE LTD,8114,JP3548800006,8114
6217,Basic Materials,DESERT GOLD VENTURES INC,DAU,CA25039N4084,DAU
6218,Basic Materials,DESERT LION ENERGY INC,DLI,CA25043L1094,DLI
6219,Basic Materials,DOME GOLD MINES LTD,DME,AU000000DME4,DME
6220,Basic Materials,DESERT MOUNTAIN ENERGY CORP,DME,CA25043D1078,DME
6221,,NF NASDAQ-100 R UNHDG ETF,1545,JP3047240001,1545
6222,"Consumer, Cyclical",DESIGN CAPITAL LTD,1545,KYG2819M1015,1545
6223,"Consumer, Non-cyclical",DEUTSCHE BIOTECH INNOVATIV A,XETRA,DE000A0Z25L1,DBI
6224,"Consumer, Cyclical",DESIGNER BRANDS INC-CLASS A,DBI,US2505651081,DBI
6225,Industrial,DALRYMPLE BAY INFRASTRUCTURE,DBI,AU0000120628,DBI
6226,"Consumer, Cyclical",DESTINATION MATERNITY CORP,NOINFO,US25065D1000,DESTQ
6227,"Consumer, Cyclical",DESTINATION XL GROUP INC,NMS,US25065K1043,DXLG
6228,"Consumer, Non-cyclical",DESTINY PHARMA PLC,ASQ1,GB00BDHSP575,DEST
6229,Industrial,DESWELL INDUSTRIES INC,NMS,VG2506391011,DSWL
6230,Basic Materials,DETOUR GOLD CORP,DGC,CA2506691088,DGC
6231,Communications,DETROIT LEGAL NEWS CO,LIMITED,US2510551094,DTRL
6232,Financial,DETWILER FENTON GROUP INC,NOINFO,US2514642022,DMCD
6233,Financial,DEUTSCHE BALATON AG,XETRA,DE000A2LQT08,BBHK
6234,Financial,DEUTSCHE BANK AG-REGISTERED,DB,DE0005140008,DB
6235,"Consumer, Non-cyclical",DECIBEL CANNABIS CO INC,DB,CA2434371001,DB
6236,Financial,DEUTSCHE BOERSE AG,DB1N,DE0005810055,DB1N
6237,,DEUTSCHE HIGH INCOME TRUST,KHI,US25155R1005,KHI
6238,Financial,DEUTSCHE POSTBANK AG,DPB,DE0008001009,DPB
6239,,DEUTSCHE STRATEGIC INCOME TR,KST,US25160F1093,KST
6240,Communications,DEUTSCHE TELEKOM AG-REG,DTEN,DE0005557508,DTEN
6241,Financial,DEUTSCHE WOHNEN SE,XETRA,DE000A0HN5C6,DWNI
6242,Industrial,DEUTZ AG,XETRA,DE0006305006,DEZ
6243,Basic Materials,DEVEX RESOURCES LTD,DEV,AU000000DEV5,DEV
6244,Technology,DEV CLEVER HOLDINGS PLC,SSQ3,GB00BH452L44,DEV
6245,Financial,DEVORAN,DEV,PLVGUAR00011,DEV
6246,Technology,DEV INFORMATION TECHNOLOGY L,DEVIT,INE060X01018,DEVIT
6247,Technology,DEVELOPMENT CAPITAL GROUP IN,DLPM,US2515961025,DLPM
6248,"Consumer, Cyclical",DEVERNOIS SA,ALDEV,FR0000060840,ALDEV
6249,Financial,DIVERGER LTD,DVR,AU0000190209,DVR
6250,Energy,DEVON ENERGY CORP,DVN,US25179M1036,DVN
6251,Technology,DANAVATION TECHNOLOGIES CORP,DVN,CA23585V1067,DVN
6252,"Consumer, Non-cyclical",DEVONIAN HEALTH GROUP INC,GSD,CA2518341078,GSD
6253,,WISDOMTREE GLOBAL SMCAP DIVI,GSD,US97717X4464,GSD
6254,,SPDR GOLD SHARES,GSD,US78463V1070,GSD
6255,"Consumer, Non-cyclical",DEVRO PLC,SSMM,GB0002670437,DVO
6256,Financial,DEWAN HOUSING FINANCE CORP,DHFL,INE202B01012,DHFL
6257,Industrial,DEWEY ELECTRONICS CORP,NOINFO,US2520631027,DEWY
6258,"Consumer, Non-cyclical",DEWMAR INTERNATIONAL BMC INC,NOINFO,US25211R1023,DEWM
6259,"Consumer, Non-cyclical",DEXCOM INC,NMS,US2521311074,DXCM
6260,Industrial,DEXERIALS CORP,4980,JP3548770001,4980
6261,Financial,DEXIA SA,DEXB,BE0974290224,DEXB
6262,Financial,DEXIN CHINA HOLDINGS CO LTD,2019,KYG2751H1020,2019
6263,Financial,DEXUS/AU,DXS,AU000000DXS1,DXS
6264,"Consumer, Non-cyclical",DFM FOODS LTD,DFMFOODS,INE456C01020,DFMFOODS
6265,Technology,DEFINITIVE HEALTHCARE CORP,NMS,US24477E1038,DH
6266,Technology,DH CORP,DH,CA23290R1010,DH
6267,"Consumer, Non-cyclical",DHAMPUR SUGAR MILLS LTD,DHAMPURSU,INE041A01016,DHAMPURSU
6268,Financial,DHANLAXMI BANK LTD,DHANBANK,INE680A01011,DHANBANK
6269,Basic Materials,DHANUKA AGRITECH LTD,DHANUKA,INE435G01025,DHANUKA
6270,Financial,DHANUKA REALTY LTD,DRL,INE704V01015,DRL
6271,Communications,DHI GROUP INC,DHX,US23331S1006,DHX
6272,Industrial,DHT HOLDINGS INC,DHT,MHY2065G1219,DHT
6273,Financial,DHUNSERI INVESTMENTS LTD,DHUNINV,INE320L01011,DHUNINV
6274,Industrial,DORSAVI LTD,DVL,AU000000DVL0,DVL
6275,Financial,DHUNSERI VENTURES LTD,DVL,INE477B01010,DVL
6276,Financial,DEVELIA SA,DVL,PLLCCRP00017,DVL
6277,Basic Materials,DIAMOND HOLDINGS INC,LIMITED,US25265K1025,DIAH
6278,Technology,DIADROM HOLDING AB,DIAH,SE0001606906,DIAH
6279,"Consumer, Non-cyclical",DIAGEO PLC-SPONSORED ADR,DEON,US25243Q2057,DEON
6280,Basic Materials,CONSOLIDATED URANIUM INC,CUR,CA21024C1014,CUR
6281,"Consumer, Non-cyclical",DIAGNOS INC,DGNOF,CA2524423068,DGNOF
6282,Industrial,DIALIGHT PLC,SET3,GB0033057794,DIA
6283,,SPDR DJIA TRUST,DIA,US78467X1090,DIA
6284,"Consumer, Non-cyclical",DIASORIN ITALIA SPA,DIA,IT0003492391,DIA
6285,Basic Materials,MARGARET LAKE DIAMONDS INC,DIA,CA56658A3029,DIA
6286,Technology,DIALOG GROUP INC,DLGO,US25250M2044,DLGO
6287,"Consumer, Cyclical",DE'LONGHI SPA,DLG,IT0003115950,DLG
6288,Financial,DIRECT LINE INSURANCE GROUP,STMM,GB00BY9D0Y18,DLG
6289,Technology,DIALOG SEMICONDUCTOR PLC,DLG,GB0059822006,DLG
6290,Basic Materials,DIAMCOR MINING INC,INTPRIMQX,CA2525312070,DMIFF
6291,"Consumer, Non-cyclical",DIAMEDICA THERAPEUTICS INC,SCM,CA25253X2077,DMAC
6292,"Consumer, Cyclical",DIAMOND ELECTRIC HOLDINGS CO,6699,JP3499480006,6699
6293,"Consumer, Non-cyclical",ANGELALIGN TECHNOLOGY INC.,6699,KYG0405D1051,6699
6294,Financial,DIAMOND HILL INVESTMENT GRP,NMS,US25264R2076,DHIL
6295,Industrial,DIAMOND POWER INFRA LIMITED,DIAPOWER,INE989C01012,DIAPOWER
6296,"Consumer, Cyclical",DIAMOND RESORTS INTERNATIONA,DRII,US25272T1043,DRII
6297,Industrial,DIAMOND S SHIPPING INC,DSSI,MHY206761055,DSSI
6298,Energy,DIAMONDBACK ENERGY INC,NMS,US25278X1090,FANG
6299,,ETFS FANG+ ETF,FANG,AU0000078669,FANG
6300,,GRANITESHARES FAANG,ECE1,XS2305050556,FANG
6301,"Consumer, Cyclical",DIAMONDHEAD CASINO CORP,CURRENT,US25278S1006,DHCC
6302,Financial,DIAMONDROCK HOSPITALITY CO,DRH,US2527843013,DRH
6303,Industrial,DRONESHIELD LTD,XETRA,AU000000DRO2,DRH
6304,Industrial,DIANA SHIPPING INC,DSX,MHY2066G1044,DSX
6305,Financial,DORIEMUS PLC-CDI,DOR,AU000000DOR2,DOR
6306,Basic Materials,DIANOR RESOURCES INC,DOR,CA76124T1075,DOR
6307,"Consumer, Non-cyclical",DICERNA PHARMACEUTICALS INC,DRNA,US2530311081,DRNA
6308,"Consumer, Cyclical",DICKER DATA LTD,DDR,AU000000DDR5,DDR
6309,Technology,DIEBOLD NIXDORF INC,DBD,US2536511031,DBD
6310,"Consumer, Non-cyclical",DIEGO PELLICER WORLDWIDE INC,CURRENT,US25367R2031,DPWW
6311,"Consumer, Cyclical",DIERIG HOLDING AG,XETRA,DE0005580005,DIE1
6312,"Consumer, Non-cyclical",DIFFUSION PHARMACEUTICALS IN,SCM,US2537484048,DFFN
6313,Communications,DIGERATI TECHNOLOGIES INC,CURRENT,US25375L2060,DTGI
6314,Technology,DIGI INTERNATIONAL INC,NMS,US2537981027,DGII
6315,Technology,DIGIMARC CORP,NMS,US25381B1017,DMRC
6316,"Consumer, Non-cyclical",DIGIPATH INC,DIGP,US2538252022,DIGP
6317,Industrial,DIGITAL ALLY INC,SCM,US25382P2083,DGLY
6318,Communications,DIGITAL ARTS INC,2326,JP3549020000,2326
